,image_name,finder_color,expand,threshold,morph_op,morph_iters,detection_res
0,282182_b54362f7-0562-4941-af23-d451c7bd37e9_white_BARCODE_702_BARCODE_101.png,black,0,-1,3,1,True
1,282182_b54362f7-0562-4941-af23-d451c7bd37e9_white_BARCODE_704_BARCODE_101.png,black,0,-1,3,1,True
2,282182_b54362f7-0562-4941-af23-d451c7bd37e9_white_BARCODE_705_BARCODE_101.png,black,0,-1,3,1,True
3,282182_b54362f7-0562-4941-af23-d451c7bd37e9_white_BARCODE_707_BARCODE_101.png,black,0,-1,3,1,True
4,282182_b54362f7-0562-4941-af23-d451c7bd37e9_white_BARCODE_709_BARCODE_101.png,black,0,-1,3,1,True
5,282182_b54362f7-0562-4941-af23-d451c7bd37e9_white_BARCODE_711_BARCODE_101.png,black,0,-1,3,1,True
6,282182_b54362f7-0562-4941-af23-d451c7bd37e9_white_BARCODE_713_BARCODE_101.png,black,0,-1,3,1,False
7,282182_b54362f7-0562-4941-af23-d451c7bd37e9_white_BARCODE_715_BARCODE_101.png,black,0,-1,3,1,True
8,282182_b54362f7-0562-4941-af23-d451c7bd37e9_white_BARCODE_717_BARCODE_101.png,black,0,-1,3,1,True
9,282182_b54362f7-0562-4941-af23-d451c7bd37e9_white_BARCODE_719_BARCODE_101.png,black,0,-1,3,1,True
10,282182_b54362f7-0562-4941-af23-d451c7bd37e9_white_BARCODE_721_BARCODE_101.png,black,0,-1,3,1,True
11,282182_b54362f7-0562-4941-af23-d451c7bd37e9_white_BARCODE_723_BARCODE_101.png,black,0,-1,3,1,True
12,282182_b54362f7-0562-4941-af23-d451c7bd37e9_white_BARCODE_725_BARCODE_101.png,black,0,-1,3,1,True
13,282182_b54362f7-0562-4941-af23-d451c7bd37e9_white_BARCODE_727_BARCODE_101.png,black,0,-1,3,1,True
14,282182_b54362f7-0562-4941-af23-d451c7bd37e9_white_BARCODE_729_BARCODE_101.png,black,0,-1,3,1,False
15,282182_b54362f7-0562-4941-af23-d451c7bd37e9_white_BARCODE_731_BARCODE_101.png,black,0,-1,3,1,True
16,282182_b54362f7-0562-4941-af23-d451c7bd37e9_white_BARCODE_733_BARCODE_101.png,black,0,-1,3,1,True
17,282182_b54362f7-0562-4941-af23-d451c7bd37e9_white_BARCODE_735_BARCODE_101.png,black,0,-1,3,1,True
18,282182_b54362f7-0562-4941-af23-d451c7bd37e9_white_BARCODE_737_BARCODE_101.png,black,0,-1,3,1,True
19,282182_b54362f7-0562-4941-af23-d451c7bd37e9_white_BARCODE_739_BARCODE_101.png,black,0,-1,3,1,True
20,282182_b54362f7-0562-4941-af23-d451c7bd37e9_white_BARCODE_741_BARCODE_101.png,black,0,-1,3,1,True
21,282182_b54362f7-0562-4941-af23-d451c7bd37e9_white_BARCODE_743_BARCODE_101.png,black,0,-1,3,1,False
22,282182_b54362f7-0562-4941-af23-d451c7bd37e9_white_BARCODE_745_BARCODE_101.png,black,0,-1,3,1,False
23,282182_b54362f7-0562-4941-af23-d451c7bd37e9_white_BARCODE_747_BARCODE_101.png,black,0,-1,3,1,True
24,282182_b54362f7-0562-4941-af23-d451c7bd37e9_white_BARCODE_749_BARCODE_101.png,black,0,-1,3,1,True
25,282182_b54362f7-0562-4941-af23-d451c7bd37e9_white_BARCODE_751_BARCODE_101.png,black,0,-1,3,1,True
26,282182_b54362f7-0562-4941-af23-d451c7bd37e9_white_BARCODE_753_BARCODE_101.png,black,0,-1,3,1,True
27,282182_b54362f7-0562-4941-af23-d451c7bd37e9_white_BARCODE_755_BARCODE_101.png,black,0,-1,3,1,True
28,282182_b54362f7-0562-4941-af23-d451c7bd37e9_white_BARCODE_757_BARCODE_101.png,black,0,-1,3,1,True
29,282182_b54362f7-0562-4941-af23-d451c7bd37e9_white_BARCODE_759_BARCODE_101.png,black,0,-1,3,1,True
30,282182_b54362f7-0562-4941-af23-d451c7bd37e9_white_BARCODE_761_BARCODE_101.png,black,0,-1,3,1,True
31,282182_b54362f7-0562-4941-af23-d451c7bd37e9_white_BARCODE_763_BARCODE_101.png,black,0,-1,3,1,True
32,282182_b54362f7-0562-4941-af23-d451c7bd37e9_white_BARCODE_765_BARCODE_101.png,black,0,-1,3,1,True
33,282182_b54362f7-0562-4941-af23-d451c7bd37e9_white_BARCODE_767_BARCODE_101.png,black,0,-1,3,1,True
34,282182_b54362f7-0562-4941-af23-d451c7bd37e9_white_BARCODE_770_BARCODE_101.png,black,0,-1,3,1,False
35,282182_b54362f7-0562-4941-af23-d451c7bd37e9_white_BARCODE_771_BARCODE_101.png,black,0,-1,3,1,True
36,282182_b54362f7-0562-4941-af23-d451c7bd37e9_white_BARCODE_773_BARCODE_101.png,black,0,-1,3,1,True
37,282182_b54362f7-0562-4941-af23-d451c7bd37e9_white_BARCODE_775_BARCODE_101.png,black,0,-1,3,1,True
38,282182_b54362f7-0562-4941-af23-d451c7bd37e9_white_BARCODE_777_BARCODE_101.png,black,0,-1,3,1,True
39,282182_b54362f7-0562-4941-af23-d451c7bd37e9_white_BARCODE_779_BARCODE_101.png,black,0,-1,3,1,True
40,282182_b54362f7-0562-4941-af23-d451c7bd37e9_white_BARCODE_781_BARCODE_101.png,black,0,-1,3,1,True
41,282182_b54362f7-0562-4941-af23-d451c7bd37e9_white_BARCODE_783_BARCODE_101.png,black,0,-1,3,1,True
42,282182_b54362f7-0562-4941-af23-d451c7bd37e9_white_BARCODE_785_BARCODE_101.png,black,0,-1,3,1,True
43,282182_b54362f7-0562-4941-af23-d451c7bd37e9_white_BARCODE_787_BARCODE_101.png,black,0,-1,3,1,True
44,282182_b54362f7-0562-4941-af23-d451c7bd37e9_white_BARCODE_789_BARCODE_101.png,black,0,-1,3,1,True
45,282182_b54362f7-0562-4941-af23-d451c7bd37e9_white_BARCODE_791_BARCODE_101.png,black,0,-1,3,1,True
46,282182_b54362f7-0562-4941-af23-d451c7bd37e9_white_BARCODE_793_BARCODE_101.png,black,0,-1,3,1,True
47,282182_b54362f7-0562-4941-af23-d451c7bd37e9_white_BARCODE_795_BARCODE_101.png,black,0,-1,3,1,True
48,282182_b54362f7-0562-4941-af23-d451c7bd37e9_white_BARCODE_797_BARCODE_101.png,black,0,-1,3,1,True
49,282182_b54362f7-0562-4941-af23-d451c7bd37e9_white_BARCODE_799_BARCODE_101.png,black,0,-1,3,1,False
50,282182_b54362f7-0562-4941-af23-d451c7bd37e9_white_BARCODE_801_BARCODE_101.png,black,0,-1,3,1,True
51,282182_b54362f7-0562-4941-af23-d451c7bd37e9_white_BARCODE_803_BARCODE_101.png,black,0,-1,3,1,False
52,282182_b54362f7-0562-4941-af23-d451c7bd37e9_white_BARCODE_805_BARCODE_101.png,black,0,-1,3,1,True
53,282186_ea339da0-9344-435b-a0a2-8d1f29f70f75_white_EXTERNAL_BARCODE_200_EXTERNAL_BARCODE_101.png,black,0,-1,3,1,True
54,282186_ea339da0-9344-435b-a0a2-8d1f29f70f75_white_EXTERNAL_BARCODE_202_EXTERNAL_BARCODE_101.png,black,0,-1,3,1,True
55,282186_ea339da0-9344-435b-a0a2-8d1f29f70f75_white_EXTERNAL_BARCODE_203_EXTERNAL_BARCODE_101.png,black,0,-1,3,1,True
56,282186_ea339da0-9344-435b-a0a2-8d1f29f70f75_white_EXTERNAL_BARCODE_206_EXTERNAL_BARCODE_101.png,black,0,-1,3,1,True
57,282186_ea339da0-9344-435b-a0a2-8d1f29f70f75_white_EXTERNAL_BARCODE_208_EXTERNAL_BARCODE_101.png,black,0,-1,3,1,True
58,282186_ea339da0-9344-435b-a0a2-8d1f29f70f75_white_EXTERNAL_BARCODE_210_EXTERNAL_BARCODE_101.png,black,0,-1,3,1,True
59,282186_ea339da0-9344-435b-a0a2-8d1f29f70f75_white_EXTERNAL_BARCODE_211_EXTERNAL_BARCODE_101.png,black,0,-1,3,1,False
60,282186_ea339da0-9344-435b-a0a2-8d1f29f70f75_white_EXTERNAL_BARCODE_214_EXTERNAL_BARCODE_101.png,black,0,-1,3,1,True
61,282186_ea339da0-9344-435b-a0a2-8d1f29f70f75_white_EXTERNAL_BARCODE_216_EXTERNAL_BARCODE_101.png,black,0,-1,3,1,False
62,282186_ea339da0-9344-435b-a0a2-8d1f29f70f75_white_EXTERNAL_BARCODE_218_EXTERNAL_BARCODE_101.png,black,0,-1,3,1,True
63,282186_ea339da0-9344-435b-a0a2-8d1f29f70f75_white_EXTERNAL_BARCODE_220_EXTERNAL_BARCODE_101.png,black,0,-1,3,1,True
64,282186_ea339da0-9344-435b-a0a2-8d1f29f70f75_white_EXTERNAL_BARCODE_222_EXTERNAL_BARCODE_101.png,black,0,-1,3,1,False
65,282186_ea339da0-9344-435b-a0a2-8d1f29f70f75_white_EXTERNAL_BARCODE_223_EXTERNAL_BARCODE_101.png,black,0,-1,3,1,True
66,282186_ea339da0-9344-435b-a0a2-8d1f29f70f75_white_EXTERNAL_BARCODE_226_EXTERNAL_BARCODE_101.png,black,0,-1,3,1,False
67,282186_ea339da0-9344-435b-a0a2-8d1f29f70f75_white_EXTERNAL_BARCODE_228_EXTERNAL_BARCODE_101.png,black,0,-1,3,1,False
68,282186_ea339da0-9344-435b-a0a2-8d1f29f70f75_white_EXTERNAL_BARCODE_230_EXTERNAL_BARCODE_101.png,black,0,-1,3,1,False
69,282186_ea339da0-9344-435b-a0a2-8d1f29f70f75_white_EXTERNAL_BARCODE_232_EXTERNAL_BARCODE_101.png,black,0,-1,3,1,True
70,282186_ea339da0-9344-435b-a0a2-8d1f29f70f75_white_EXTERNAL_BARCODE_234_EXTERNAL_BARCODE_101.png,black,0,-1,3,1,False
71,282186_ea339da0-9344-435b-a0a2-8d1f29f70f75_white_EXTERNAL_BARCODE_236_EXTERNAL_BARCODE_101.png,black,0,-1,3,1,False
72,282186_ea339da0-9344-435b-a0a2-8d1f29f70f75_white_EXTERNAL_BARCODE_238_EXTERNAL_BARCODE_101.png,black,0,-1,3,1,False
73,282186_ea339da0-9344-435b-a0a2-8d1f29f70f75_white_EXTERNAL_BARCODE_240_EXTERNAL_BARCODE_101.png,black,0,-1,3,1,False
74,282186_ea339da0-9344-435b-a0a2-8d1f29f70f75_white_EXTERNAL_BARCODE_242_EXTERNAL_BARCODE_101.png,black,0,-1,3,1,False
